nomesc,latitude,longitude
"AGLAEZINHA II, COMUNIDADE INFANTIL",-23.679528,-46.772233
"AGLAEZINHA III, COMUNIDADE INFANTIL",-23.679528,-46.772233
"AGLAEZINHA IV, COMUNIDADE INFANTIL",-23.679179,-46.772367
AUGUSTO DE OLIVEIRA,-23.640833,-46.750995
VALE ENCANTADO,-23.668941,-46.739662
CEDRINHO IV,-23.663227,-46.735687
CEDRINHO III,-23.663227,-46.735687
SAO GREGORIO,-23.642005,-46.738629
SANTA MARIA GORETE,-23.725536,-46.782204
NOSSA SENHORA APARECIDA,-23.668302,-46.766354
NOSSA SENHORA DO CAMINHO II,-23.700856,-46.746017
RECANTO DO AMENDOIM,-23.619135,-46.747181
MAE PEREGRINA,-23.652919,-46.751524
BALOU,-23.617598,-46.73697
ANGLICANA RENATA EUGENIA RODRIGUES - UNID IV- MORUMBI,-23.621731,-46.72937
O SER EM EVOLUCAO,-23.672308,-46.717048
TRAVESSIA,-23.643761,-46.746309
PRE ESCOLA PAVANELLI LTDA - ME,-23.639342,-46.742851
ASSOCIACAO MOACYR NOGUEIRA DA GAMA,-23.665403,-46.7888
CASA PADRE RAFAEL,-23.621876,-46.758447
MARTINS MOURAO,-23.628982,-46.770154
SETE DE SETEMBRO,-23.679481,-46.775547
ESCOLINHA CAMBALHOTA,-23.646557,-46.78236
"MARIA LINA, INST EDUCACIONAL",-23.65036,-46.753215
TURMA DO MICKEY,-23.653161,-46.732884
"TRINDADE, N. E.",-23.654688,-46.74426
"SANTO ESTEVAO, REI",-23.617173,-46.728785
CAMINHAR,-23.639863,-46.763385
"CEDRO DO LIBANO VI, CEI",-23.666906,-46.732664
"PASSO A PASSO, ESCOLA INFANTIL",-23.6371,-46.765577
"ESTRELINHA, E. E. I.",-23.653347,-46.745311
PAULINO BRANCO MARTINS,-23.645208,-46.772526
PIQUETUXO,-23.6495,-46.765614
CRESCER E APRENDER,-23.663948,-46.76338
RECANTO DO SOL,-23.675583,-46.74797
TIA ANDREA,-23.657462,-46.741855
BLUE SKY,-23.615839,-46.738179
JULIA MOTA,-23.655464,-46.741238
TIA NINA,-23.656207,-46.741265
DESTINO AO SABER,-23.67729,-46.762547
NOSSA SENHORA DAS GRACAS,-23.672515,-46.7581
ESCOLA DE EDUCACAO INFANTIL ARTES E LETRAS,-23.529024,-46.500158
IRINEU,-23.635891,-46.742206
VILA DA CRIANCA,-23.647762,-46.740493
ESCOLA GUILHERME PARANHOS,-23.66172,-46.780189
JOSE REGINALDO DA FONSECA,-23.686429,-46.767171
CAMINHAR II,-23.673698,-46.740461
UNIVERSO CRIANCA,-23.669146,-46.729812
ESCOLA LAPIS SUL,-23.651381,-46.756463
TURMA DA TOUCA VI,-23.645553,-46.779569
NATALIA REZINO I,-23.666399,-46.784468
"VILA ENCANTADA, C.R.I.",-23.665555,-46.754613
NOVO AMANHECER - JARDIM AMALIA,-23.665163,-46.786898
REINO DO CARINHO,-23.698621,-46.773835
NOVO AMANHECER - JARDIM THOMAZ,-23.673471,-46.75746
JOSE REGINALDO DA FONSECA II,-23.633217,-46.760076
CAMINHAR III,-23.668497,-46.728874
"ESPACO INFANCIA MAGIC CAMP, B.R.",-23.624888,-46.721632
"IRMAOS GUIMARAES, E.E.I.F.",-23.687616,-46.770001
PENTAGRAMA I,-23.668561,-46.788181
CRISTO LIBERTADOR I,-23.717912,-46.752648
NOSSA SENHORA RAINHA DA PAZ,-23.67235,-46.767982
"JB MONTEIRO LOBATO, E.E.I.",-23.618444,-46.756855
NOVA AURORA,-23.645615,-46.74192
SEMENTINHA DO AMOR,-23.671324,-46.783532
PEDRO E MARIA IV,-23.694299,-46.753841
FLORESCER,-23.661543,-46.781594
AMANHECER,-23.651011,-46.790483
CAMINHAR V,-23.670098,-46.755572
CAMINHAR VII,-23.679549,-46.769464
MUNDO ENCANTADO DA CRIANCA,-23.650373,-46.755394
PENTAGRAMA II,-23.656011,-46.790522
PIRAJUCARA,-23.633211,-46.76935
TERRA NOSSA,-23.660275,-46.736542
CONSTRUINDO CONSCIENCIA,-23.684148,-46.76769
SAO FRANCISCO DE ASSIS,-23.676227,-46.792247
PENTAGRAMA V,-23.655637,-46.75823
LUCAS EVANGELISTA,-23.663624,-46.765437
PENTAGRAMA III,-23.726104,-46.782007
GOTINHAS DO SABER,-23.692836,-46.795528
"CASTELO DOS SONHOS, E.R.I.",-23.659531,-46.75318
PIRRALHINHOS II,-23.738127,-46.780974
PARQUE DO LAGO,-23.716082,-46.778036
PAULO FONTAO FERRAZ,-23.657247,-46.730886
TURMA DA TOUCA VII,-23.637484,-46.766264
NOVO AMANHECER - JARDIM SAO BENTO,-23.684884,-46.782555
PEQUENOS GENIOS,-23.695069,-46.756688
PENTAGRAMA IV,-23.640449,-46.778344
JOSE AVELINO II,-23.69285,-46.786011
CAMINHAR VI,-23.631664,-46.753942
MAREZINHA,-23.640855,-46.761517
CASTILHO,-23.677269,-46.798459
DONIZETE,-23.71949,-46.783422
"DELEONI, C.E.",-23.671703,-46.757761
ESPERANCA DO SABER,-23.663144,-46.763549
PENTAGRAMA VI,-23.621923,-46.756721
ANA GONCALVES DE SOUZA,-23.692747,-46.786482
"PONTES, E.E.I.",-23.669447,-46.76488
"SONHO DE CRIANCA, E.E.I.",-23.645392,-46.763765
NOVOS CAMINHOS,-23.635187,-46.771395
VO CHICA,-23.656015,-46.78468
MARGARIDAS AMARELAS,-23.737717,-46.795912
SOLAR DOS UNIDOS I,-23.690175,-46.796573
PENTAGRAMA VII,-23.683799,-46.799425
NOVO AMANHECER - PARQUE SANTO ANTONIO,-23.664027,-46.754074
MADRE TERESA DE CALCUTA,-23.710826,-46.777293
INDEPENDENCIA,-23.683985,-46.790783
BOA ESPERANCA I,-23.689402,-46.792689
SUL DE MINAS,-23.674046,-46.796697
OLIVEIRA,-23.636914,-46.744078
ANTONIO NUNES,-23.662122,-46.792556
RIO DOCE,-23.686277,-46.793715
BOA ESPERANCA II,-23.639066,-46.74837
BOA ESPERANCA III,-23.688639,-46.792981
CRISTO LIBERTADOR II,-23.723386,-46.76331
"PORTAL DO MORUMBI, ESCOLA",-23.616019,-46.734554
VOVO MARIA,-23.632085,-46.758767
"RECANTO DOS ANJOS, E.E.I.",-23.629035,-46.766035
"TURMINHA DA JULIANA, E,I.",-23.646656,-46.754047
PRO REI I,-23.722169,-46.785294
PRO REI II,-23.736708,-46.776488
COLEGIO PARADIGMA,-23.644432,-46.737764
DONIZETE II,-23.699978,-46.781553
RECANTO INFANTIL COMUNITARIO DO PQ FIGUEIRA GRANDE,-23.678445,-46.748947
CASTILHO III,-23.689318,-46.792512
JUAN DIEGO,-23.730006,-46.786084
PRO REI IV,-23.701333,-46.745222
SANTA ESCOLASTICA,-23.614955,-46.72017
ELISABETH QUINELLO,-23.693208,-46.762232
ALICE ALVES,-23.735182,-46.788891
FUTURO FELIZ,-23.674461,-46.777393
CRESCENTE BABY,-23.630981,-46.729065
PEQUENOS GENIOS II,-23.638585,-46.778513
SOLAR DOS UNIDOS II,-23.657095,-46.76879
CAMINHAR COM AMOR - UNIDADE II,-23.668082,-46.748916
VIVER E APRENDER I,-23.636435,-46.765418
ELODI MARIA DAMACENA,-23.626877,-46.749307
SAO FRANCISCO DE ASSIS - VALO VELHO,-23.687583,-46.800773
CONSTRUINDO HORIZONTES,-23.692881,-46.796708
PEDRO E MARIA III,-23.655617,-46.758428
MARGARIDA BRITO FARIAS SILVA,-23.670416,-46.772707
NOVO AMANHECER MORRO DO INDIO,-23.690983,-46.776526
ESPACO CRIANCA,-23.630567,-46.728543
VO ZEFA,-23.640621,-46.748045
PRIMETIME CHILD DEVELOPMENT,-23.623608,-46.738991
ECO EDUCACAO INFANTIL E BERCARIO,-23.6245,-46.7351
NOVO AMANHECER PARQUE DO LAGO,-23.715706,-46.776631
NOVO AMANHECER VILA GILDA,-23.73286,-46.745692
JOSE AVELINO,-23.673195,-46.758923
"ACACIA AMARELA, C.R.E.I.",-23.621333,-46.756812
SONHO MEU,-23.652337,-46.741555
PRINCESA MELISSA,-23.667814,-46.774768
CANTINHO DA RAFA,-23.717262,-46.783702
SOL DO AMANHA,-23.703005,-46.777455
ARTE DE APRENDER,-23.661194,-46.767341
PEQUENAS TURQUESAS II,-23.638335,-46.779227
AGAPE I,-23.652187,-46.746132
"DULCE, IRMA",-23.672771,-46.758809
HENRI WALLON,-23.656293,-46.749132
"NOEMI BERGER, PROFA, E.I.A.",-23.66093,-46.763854
VITORIA,-23.638162,-46.737252
RANC,-23.685851,-46.738644
PEQUENAS TURQUESAS III,-23.672051,-46.775012
VERA LUCIA,-23.647313,-46.762765
CASTILHO II,-23.749077,-46.777179
FAZENDA PEDRO E MARIA V,-23.613042,-46.720194
DULCE MARINHO,-23.61306,-46.715803
DIVINA GRACA,-23.622996,-46.750238
CAMINHAR VIII,-23.659264,-46.733519
VINICIUS DE MORAES,-23.660449,-46.76244
PEQUENAS TURQUESAS IV,-23.720947,-46.75483
FILHOS DE DAVI,-23.702191,-46.775865
ANTONIO DE PADUA,-23.68931,-46.797652
"TIA ADAULITA, RECREACAO INFANTIL",-23.690897,-46.798534
ANGLICANA ANA PAULA QUINTAO,-23.621966,-46.729424
ANGLICANA CRISTINA NARDINELLI,-23.621966,-46.729424
"CRESCER ILUMINANDO OS CAMINHOS, C.E.",-23.657375,-46.763347
COLEGIO ASCENCIONAL MELE LTDA,-23.623746,-46.732767
PEDRO E MARIA,-23.667562,-46.785269
ELIANA E SUA TURMINHA,-23.651556,-46.772056
LIBERTARIOS,-23.683684,-46.785852
AGUAS DE MARCO,-23.664264,-46.786959
BRILHO DE LUZ,-23.679182,-46.75045
DANDINHA,-23.613852,-46.719745
ANJOS DE FATIMA,-23.668933,-46.730926
VOVO CECILIA,-23.681338,-46.791612
NOSSA SENHORA DAS GRACAS - INSTITUTO CIO DA TERRA,-23.68995,-46.768939
PRIMEIROS PASSOS,-23.671005,-46.756841
DESCOBRINDO O AMANHA,-23.719558,-46.767749
JARDIM DAS FLORES,-23.676433,-46.737404
PEIXINHO DE OURO,-23.663576,-46.76578
GUILHERME PARANHOS,-23.634847,-46.771249
PEDRO E MARIA II,-23.657499,-46.758983
DAS OLIVEIRAS,-23.646492,-46.742018
PRINCIPE KAWANN,-23.629543,-46.751529
COMPANHIA DOS SONHOS,-23.685756,-46.791167
MAPLE BEAR CANADIAN SCHOOL MORUMBI PANAMBY,-23.633992,-46.735119
TURQUESINHAS,-23.720104,-46.75061
PAZ E ESPERANCA,-23.658458,-46.76255
RANC II,-23.681417,-46.758065
CAMINHOS DO AMANHA,-23.714163,-46.779388
PIRUETA,-23.675004,-46.779264
PAZ E ESPERANCA II,-23.673138,-46.79352
MATRIARCA,-23.717104,-46.76458
CECILIA MARIA I,-23.681489,-46.772167
ELIANA E SUA TURMINHA II,-23.651741,-46.7719
PRINCESA THAYNNA,-23.653536,-46.733574
VIDA E CULTURA,-23.718018,-46.768564
LIVING SCHOOL VIVENCIA INFANTIL BILINGUE LTDA ME,-23.630317,-46.733759
MARITEL II,-23.669584,-46.776372
GIRASSOL,-23.643048,-46.730526
MARITEL,-23.637375,-46.748009
CAMINHAR COM AMOR III,-23.698699,-46.778641
AGAPE II,-23.651914,-46.746394
ANGLICANA BERNARDO GIACOMINI GONCALVES,-23.622007,-46.729487
BRILHO DE LUZ II,-23.70576,-46.786047
"PRIMEIROS PASSOS,B.E.I.",-23.665977,-46.729879
AQUARELA DO SABER,-23.686709,-46.76532
ESPERANCA PARA TODOS II ARACATI,-23.720254,-46.769289
RANC III,-23.679915,-46.74835
VOVO LOURIVAL,-23.622746,-46.750445
CECILIA MARIA II,-23.682378,-46.770838
JULIO CESAR,-23.699428,-46.775793
NOSSA SENHORA MAGLAC II,-23.621149,-46.754821
SANTA RITA,-23.67143,-46.776212
JARDIM AURORA,-23.63658,-46.761486
SANTA THERESINHA,-23.67791,-46.734338
PEDRO SOBRINHO,-23.654172,-46.751352
VALQUIRIA DO NASCIMENTO CAETANO,-23.636372,-46.773334
CAFU,-23.665031,-46.787877
CIA DOS SONHOS I,-23.682979,-46.780899
CIA DOS SONHOS II,-23.675451,-46.797609
MEU CANTINHO,-23.646941,-46.73527
NOSSA SENHORA MAGLAC III,-23.638711,-46.773884
CASTELINHO DO SABER,-23.667778,-46.784718
INDIANO,-23.669302,-46.728562
JOAO GUALBERTO,-23.665255,-46.755032
VOVO DILEUZA,-23.722534,-46.755891
"PATRICIA BARROS, PROFA.",-23.654984,-46.744966
ROSA MARIA II,-23.676758,-46.749757
"VERBO DIVINO, INST",-23.66763,-46.757659
CANTINHO ESTRELADO,-23.732719,-46.786827
DONA DIVA I,-23.627304,-46.728537
SANTO ANTONIO - JARDIM DOM JOSE,-23.679191,-46.798138
ABELHINHA DOURADA I,-23.676588,-46.740644
SAO MIGUEL ARCANJO,-23.683975,-46.798285
NOSSA SENHORA APARECIDA,-23.677588,-46.736535
ELFRIDA ZUKOWSKI JARDIM,-23.674377,-46.775828
"CID FRANCO, VER.",-23.631315,-46.763118
"GUMERCINDO DE PADUA FLEURY, VER.",-23.659874,-46.756219
JARDIM CAPELA,-23.729349,-46.787124
JARDIM CATANDUVA,-23.635979,-46.763342
JARDIM COPACABANA,-23.689438,-46.769484
JARDIM DIONISIO,-23.685308,-46.7681
JARDIM DOM JOSE,-23.676844,-46.795769
JARDIM GUARUJA - RITA MONTEIRO DE SOUZA,-23.693088,-46.78639
BRYAN BIGUINATI JARDIM,-23.634199,-46.749097
JARDIM KAGOHARA,-23.689946,-46.760719
JARDIM KLEIN,-23.673818,-46.747546
JARDIM MACEDONIA,-23.653223,-46.790264
JARDIM MARIA ALICE,-23.680316,-46.759705
"ALBERTINA RODRIGUES SIMON, PROFA",-23.646361,-46.786973
JARDIM NAKAMURA,-23.696346,-46.776443
AURINDO DOS SANTOS FREIRE,-23.626548,-46.747438
JARDIM SAO BENTO VELHO,-23.684199,-46.786369
JARDIM SAO JOAQUIM,-23.686545,-46.749052
JARDIM SAO LUIZ I,-23.658244,-46.743634
JARDIM SAO LUIZ II,-23.658463,-46.745558
JARDIM SAO MANOEL,-23.683613,-46.772887
JARDIM SOUZA,-23.684731,-46.744689
JARDIM TRES ESTRELAS,-23.672377,-46.76614
JARDIM UMARIZAL,-23.619298,-46.755408
"JOSE OLIVEIRA ALMEIDA DINIZ, VER.",-23.665876,-46.762403
"NATHALIA PEDROSO ROSEMBURG, DRA.",-23.633189,-46.776248
OLGA BENARIO PRESTES,-23.633225,-46.776009
PARQUE FERNANDA,-23.675617,-46.793352
PARQUE FIGUEIRA GRANDE,-23.680805,-46.746632
PARQUE NOVA SANTO AMARO,-23.69661,-46.782454
PARQUE REGINA,-23.633803,-46.752981
PARQUE SANTA MARGARIDA,-23.683148,-46.756816
PARQUE SANTO ANTONIO,-23.666425,-46.748516
PAULO E ADMAR,-23.64867,-46.776949
"TANCREDO DE ALMEIDA NEVES, PRES.",-23.679899,-46.767271
VILA CALU,-23.737985,-46.794201
VILA PRAIA,-23.618249,-46.745794
JARDIM ROSA MARIA,-23.677007,-46.751774
"AIRTON PEREIRA DA SILVA, FREI",-23.67071,-46.784478
PARQUE IPE,-23.6374,-46.763894
JARDIM LUZITANIA,-23.643756,-46.780559
JARDIM UMUARAMA,-23.645418,-46.76993
IRENE IRAPIRANGA,-23.65982,-46.794072
COHAB ADVENTISTA,-23.664766,-46.78055
JARDIM FUJIHARA,-23.699388,-46.771407
JARDIM DOS REIS,-23.703023,-46.791323
ADAIL TINI DE ARAUJO,-23.676439,-46.76299
JARDIM MONTE AZUL,-23.645883,-46.736857
ROSA MARIA,-23.677223,-46.751145
PAULO COCHRANE SUPLICY,-23.660617,-46.774985
CASA BLANCA,-23.646711,-46.744385
CAMPO LIMPO,-23.636846,-46.77945
LUAR DO SERTAO,-23.686946,-46.801216
BETE SHALOM MORADA DA PAZ,-23.710797,-46.778923
JARDIM SAO JOAQUIM,-23.687272,-46.749656
MONTE AZUL A. C.,-23.647165,-46.73566
"YOLANDA DE SOUZA SANTALUCIA, PROFA.",-23.685887,-46.793056
TOMAS DE AQUINO,-23.657562,-46.743708
JORGE APOVIAN,-23.679261,-46.795088
ISSA KURBHI,-23.665362,-46.788576
GUARAPIRANGA,-23.697715,-46.765063
CANTOS DO AMANHECER,-23.649223,-46.785747
VILA DO SOL,-23.735348,-46.780321
PARAISOPOLIS,-23.614361,-46.724392
CAPAO REDONDO,-23.67447,-46.770986
PARAISOPOLIS,-23.622249,-46.727379
EUCLIDES DA CUNHA,-23.671371,-46.779795
GEORGE LIAN,-23.643827,-46.785426
MIRA ORUBE,-23.691551,-46.776055
FIM DE SEMANA,-23.655776,-46.747765
JARDIM MARIA SAMPAIO,-23.641673,-46.78501
CAMPO LIMPO IV,-23.637853,-46.7716
JARDIM ECOLOGICO GUARAPIRANGA I,-23.697061,-46.748649
CAPAO REDONDO I,-23.661445,-46.772614
MANGA ROSA,-23.66428,-46.7468
GUARAPIRANGA I,-23.684636,-46.736834
ACUCENA JORGE LIAN,-23.61796,-46.722607
HELENA CABRAL DE VASCONCELLOS FERRAZ,-23.736762,-46.776792
VITORIA SERGIO BRANCO MARTINS,-23.668727,-46.72941
NOVO IPE I,-23.641605,-46.76161
SANTA EDWIGES,-23.676451,-46.742183
SAO JORGE,-23.6131,-46.722841
UNIAO POP MULHERES CAMPO LIMPO  UNID I CL ,-23.644078,-46.784403
UNIAO DE MOR JD ANTONIETA PQ STO ANTONIO UNID VI CL,-23.664537,-46.752015
SOCIEDADE SANTO MARTIRES UNID I MB,-23.673741,-46.761449
SOCIEDADE SANTO MARTIRES UNID II MB,-23.688746,-46.771296
SOCIEDADE SANTO MARTIRES UNID III MB,-23.689997,-46.76554
SOCIEDADE SANTO MARTIRES UNID VIII MB,-23.696911,-46.752344
SOCIEDADE SANTO MARTIRES UNID XVII MB,-23.6858,-46.788796
UNIAO DE MOR JD ANTONIETA PQ STO ANTONIO UNID I CL,-23.67822,-46.762601
UNIAO DE MOR JD ANTONIETA PQ STO ANTONIO UNID IV CL,-23.665565,-46.754386
ASS DO ABRIGO NOSSA SRA RAINHA DA PAZ DO JD FIM DE SEMANA,-23.654942,-46.747765
SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID VIII CL,-23.687742,-46.762781
SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID VI CL,-23.691587,-46.765026
ASS MORAD JD SANTA CECILIA,-23.647953,-46.731689
INSTITUTO SOCIAL SANTA LUCIA - UNID I CL,-23.749089,-46.777191
INSTITUTO SOCIAL SANTA LUCIA - UNID V CL,-23.687764,-46.757451
SOC AMIGA E ESPORTIVA DO JD COPACABANA UNID XIV CL,-23.695049,-46.763052
SOCIEDADE SANTOS MARTIRES UNID XXI CL,-23.698181,-46.776491
INSTITUTO SOCIAL SANTA LUCIA - UNID VII,-23.69397,-46.75409
SOC AMIGA E ESPORTIVA DO JD COPACABANA - UNID XV,-23.65908,-46.750685
ASS - CEDESC CENTRO DE DES ED SOC E CUL DO PQ FERNANDA -I,-23.670089,-46.795346
INSTITUTO SOCIAL SANTA LUCIA - UNID VIII - CL,-23.679852,-46.773849
UNIAO DE MOR JD ANTONIETA PQ STO ANTONIO UNID III,-23.664166,-46.750441
INSTITUTO SOCIAL SANTA LUCIA UNID X,-23.640714,-46.772156
INSTITUTO SOCIAL SANTA LUCIA UNID XI,-23.672907,-46.755428
INSTITUTO SOCIAL SANTA LUCIA UNID XII,-23.690315,-46.782289
CLUBE DE MAES DO JARDIM TURQUESA,-23.701188,-46.785092
SOCIEDADE AMIGA E ESPORTIVA DO JARDIM COPACABANA XVI,-23.75098,-46.7744
CLUBE DE MAES DO JARDIM TURQUESA,-23.697212,-46.784465
CLUBE DE MAES JARDIM TURQUESA,-23.683632,-46.754053
SOC AMIGA E ESPORTIVA DO JD COPACABANA,-23.69397,-46.75409
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.660459,-46.730425
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.664501,-46.735301
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.680302,-46.768872
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.718245,-46.76683
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.680109,-46.743834
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.679984,-46.763432
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.658908,-46.737555
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.685426,-46.761336
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.661206,-46.733417
ASS. SAO JUDAS TADEU E CENTRO COMUNITARIO DO JD IBIRAPUERA,-23.691315,-46.777524
ASS SAO JUDAS TADEU E CENTRO COMUNITARIO JD IBIRAPUERA,-23.678724,-46.739389
INSTITUTO SOCIAL SANTA LUCIA,-23.641308,-46.77608
INSTITUTO SOCIAL SANTA LUCIA,-23.738806,-46.777378
INSTITUTO SOCIAL SANTA LUCIA,-23.67728,-46.744893
COMUNIDADE SAO FRANCISCO DE ASSIS,-23.651867,-46.79028
COMUNIDADE SAO LUCAS,-23.718002,-46.765396
COMUNIDADE N SRA APARECIDA E STA LUZIA,-23.716643,-46.767708
COMUNIDADE SAO JOAO BATISTA,-23.714852,-46.77738
UNIAO POPULAR DE MULHERES DE CAMPO LIMPO,-23.623412,-46.752811
PAROQUIA SANTA MARIA GORETTI,-23.659217,-46.753022
COMUNIDADE SAGRADO CORACAO DE JESUS,-23.646388,-46.791343
PAROQUIA SENHOR DOS PASSOS,-23.653075,-46.772984
COMUNIDADE SAO JOAO BATISTA,-23.686394,-46.793677
PAROQUIA SAO BENTO,-23.678921,-46.783842
COMUNIDADE SANTA TEREZINHA,-23.659705,-46.793037
CARITAS DIOCESANA DE CAMPO LIMPO,-23.675574,-46.760347
UNIAO POPULAR DE MULHERES DE CAMPO LIMPO,-23.637612,-46.777355
AURELIO BUARQUE DE HOLANDA FERREIRA,-23.756392,-46.702787
MARIA EUGENIA FAKHOURY,-23.771399,-46.705051
JOSE ROSCHEL CHRISTI - JUCA ROCHA,-23.830161,-46.727026
ULYSSES DA SYLVEIRA GUIMARAES,-23.832892,-46.710027
"FLORESTAN FERNANDES, PROF.",-23.764234,-46.712784
"DAMIAO, FREI",-23.747493,-46.668156
JOAO CANDIDO,-23.747281,-46.668684
PEDRO GERALDO SCHUNCK,-23.851385,-46.715341
ANGELO KRETA,-23.722685,-46.686066
"MILTON SANTOS, PROF.",-23.71091,-46.704661
ORLANDO VILLAS BOAS,-23.731129,-46.685838
"RECANTO CAMPO BELO - DIRCE ZILLESG BORGES DOS SANTOS, PROFA",-23.79884,-46.736562
"JOSE PEGORARO, PE.",-23.753216,-46.677172
"MARINA MELANDER COUTINHO, PROFA",-23.713704,-46.691662
"AYRTON OLIVEIRA SAMPAIO, PROF.",-23.765132,-46.703538
GRAJAU,-23.750751,-46.696515
CIDADE DUTRA,-23.71091,-46.704661
TRES LAGOS,-23.767742,-46.680572
NAVEGANTES,-23.743913,-46.660248
VARGEM GRANDE,-23.861385,-46.712619
TRES LAGOS,-23.767742,-46.680572
"JOSE LA TORRE, PROF.",-23.808855,-46.735754
JOAO DA SILVA,-23.759671,-46.67943
MANOEL VIEIRA DE QUEIROZ FILHO,-23.828445,-46.723969
LOURIVAL BRANDAO DOS SANTOS,-23.751521,-46.696555
"ODILEA BOTTA DE MATTOS, PROFA",-23.740828,-46.709722
"MARIA APARECIDA COELHO ALVES TEIXEIRA, PROFA.",-23.728152,-46.697056
VILA RUBI,-23.728152,-46.697056
CONSTELACAO DO INDIO,-23.771592,-46.709686
CARLOS FRANCISCO GASPAR,-23.758578,-46.713756
"ALDINA ANALIA AGOSTINHA TADDEO CONDE, PROFA",-23.744845,-46.704464
"GENY MARIA MUNIZ ALMEIDA KLEIN PUSSINELLI, PROFA.",-23.71439,-46.6961
"MAGDA FERREIRA DA SILVA CARVALHO, PROFA.",-23.828445,-46.723969
JARDIM NOVO PARELHEIROS I,-23.829007,-46.727279
PARQUE COCAIA II,-23.750522,-46.679663
VARGEM GRANDE I,-23.850532,-46.704845
VARGEM GRANDE II,-23.861685,-46.707166
VILA NATAL,-23.761417,-46.711174
PLINIO MARCOS,-23.825884,-46.700718
JARDIM GAIVOTAS,-23.729492,-46.662974
JARDIM MYRNA,-23.773802,-46.693497
CAMINHO DOS MARTINS,-23.787439,-46.692529
JARDIM SAO BERNARDO,-23.758314,-46.703282
CANAL DO COCAIA,-23.743943,-46.670318
JARDIM IDEAL,-23.760305,-46.661574
JARDIM KIOTO,-23.733916,-46.717958
MARCIA KUMBREVICIUS DE MOURA,-23.77382,-46.67604
JARDIM LUCELIA,-23.761494,-46.670802
"MARIA LUIZA VALENTIM DA CRUZ, PROFA",-23.777477,-46.722529
PARQUE BRASIL,-23.752429,-46.682671
JARDIM SIPRAMAR,-23.748655,-46.66954
PARQUE SAO MIGUEL,-23.758738,-46.684355
JARDIM ELIANA,-23.743913,-46.660248
LUIZ GONZAGA DO NASCIMENTO - GONZAGAO,-23.831025,-46.720772
VIRIATO CORREIA,-23.691392,-46.703569
CARLOS DRUMMOND DE ANDRADE,-23.667348,-46.711225
CASTRO ALVES,-23.732246,-46.699023
"RIO BRANCO, BR. DO",-23.755627,-46.68426
LUIS TRAVASSOS,-23.72836,-46.709481
"ARISTIDES NOGUEIRA, DR.",-23.74695,-46.675913
ZUMBI DOS PALMARES,-23.732862,-46.690785
MARIALICE MENCARINI FORACCHI,-23.770345,-46.684651
SERGIO CARDOSO,-23.707116,-46.690972
CLARA NUNES,-23.683261,-46.710892
PLACIDO DE CASTRO,-23.692241,-46.703197
HEITOR DE ANDRADE,-23.683659,-46.710722
"ALMEIDA JUNIOR, PROF.",-23.668028,-46.710886
"AFRANIO DE MELLO FRANCO, DR.",-23.722652,-46.701895
JOAO DE DEUS CARDOSO DE MELLO,-23.732407,-46.699498
OLEGARIO MARIANO,-23.740669,-46.709127
"MILTON FERREIRA DE ALBUQUERQUE, PROF.",-23.737711,-46.707351
"ELIZA RACHEL MACEDO DE SOUZA, PROFA.",-23.771868,-46.705439
"MANOEL DE ABREU, DR.",-23.770234,-46.684983
JOAQUIM BENTO ALVES DE LIMA NETO,-23.755783,-46.683476
"TEODOMIRO TOLEDO PIZA, DES.",-23.744988,-46.691505
PAULO SETUBAL,-23.716522,-46.69019
"JOSE AMADEI, ENG.",-23.704091,-46.686269
"MIGUEL VIEIRA FERREIRA, DR.",-23.709399,-46.69912
"ALBERT SABIN, DR.",-23.694077,-46.695878
"OSVALDO CORDEIRO DE FARIAS, MAL.",-23.753491,-46.671663
PLINIO SALGADO,-23.753339,-46.670548
KRUKUTU,-23.873481,-46.63631
TENONDE PORA,-23.86829,-46.651963
LELIA GONZALEZ,-23.768044,-46.717146
PEQUENO GENIO REC.INF.,-23.671966,-46.708891
JARDIM SHANGRILA - NUCLEO III,-23.759937,-46.662471
A MAO COOPERADORA,-23.770207,-46.683235
NOSSA SENHORA DE FATIMA,-23.680262,-46.707357
"LEILA ATLAS, CEI",-23.715536,-46.688036
MAE TRABALHADORA,-23.761299,-46.677712
NOSSA SENHORA APARECIDA,-23.696239,-46.698841
CENTRO ASSISTENCIAL SANTANA,-23.716816,-46.689474
HERMANN GMEINER,-23.727478,-46.685312
SANTA TEREZINHA,-23.853341,-46.695996
SAO NORBERTO,-23.82329,-46.704436
